bienso4.jpg,NDBSX\output_img\original_bienso4.jpg,"66-B1
456.78",NDBSX\output_img\annotated_bienso4.jpg
bienso4.jpg,NDBSX\output_img\original_bienso4.jpg,"66-V1
345.67",NDBSX\output_img\annotated_bienso4.jpg
bienso4.jpg,NDBSX\output_img\original_bienso4.jpg,"66-C1
222.24",NDBSX\output_img\annotated_bienso4.jpg
bienso4.jpg,NDBSX\output_img\original_bienso4.jpg,"68-B1
234.56",NDBSX\output_img\annotated_bienso4.jpg
File Name,Original Image Path,License Plate,Annotated Image Path
